"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Marie Christine Liege","F","SBD","Single-ply",61,"60-64","Masters 3",67.8,"72",87.5,95,100.5,NA,100.5,72.5,-78,-78,NA,72.5,110,120,127.5,NA,127.5,300.5,"1",305.73,417.62,269.67,424.98,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257683,3
"Maryse Malicot","F","SBD","Single-ply",70,"70-74","Masters 4",51,"52",-85,85,-90,NA,85,42.5,45,47.5,NA,47.5,85,92.5,-100,NA,92.5,225,"1",284.72,468.36,252.58,380.79,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257684,3
"Antoni Mastrolorenzo","M","SBD","Single-ply",35,"35-39","Open",74,"74",265,280,290,NA,290,190,200,NA,NA,200,235,250,-252.5,NA,250,740,"1",532.29,532.29,515.05,656.13,"Yes","","FFForce","2017-03-26","France","","France Powerlifting",1257685,4
"Kader Baali","M","SBD","Single-ply",48,"45-49","Open",80.3,"83",250,270,-282.5,NA,270,190,197.5,-200,NA,197.5,260,275,-287.5,NA,275,742.5,"1",505.71,554.77,488.48,626.06,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257686,3
"Allan Grenier","M","SBD","Single-ply",25,"24-34","Open",104,"105",-365,365,-375.5,NA,365,-300.5,300.5,NA,NA,300.5,295,-305,-305,NA,295,960.5,"1",575.91,575.91,552.8,686.3,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257687,4
"Ugo Masarotti","M","SBD","Single-ply",29,"24-34","Open",119.4,"120",355,375.5,-390,NA,375.5,205,-212.5,NA,NA,205,240,-260,-270,NA,240,820.5,"1",472.28,472.28,450.82,554.98,"Yes","","FFForce","2017-03-26","France","","France Powerlifting",1257688,4
"Benoit Angin","M","SBD","Single-ply",42,"40-44","Masters 1",58.1,"59",140,160,165,NA,165,-100,100,105,NA,105,120,140,-150,NA,140,410,"1",360.28,367.48,351.6,460.16,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257689,3
"Nicolas Le Bellego","M","SBD","Single-ply",41,"40-44","Masters 1",58.1,"59",137.5,145,-150,NA,145,87.5,-92.5,92.5,NA,92.5,150,160,165,NA,165,402.5,"2",353.69,357.22,345.17,453.02,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257690,3
"Stéphane Barataud","M","SBD","Single-ply",48,"45-49","Masters 1",73.5,"74",-200,200,205,NA,205,130,-132.5,132.5,NA,132.5,200,-205,-205,NA,200,537.5,"1",388.5,426.19,375.98,495.64,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257691,3
"Jean Hugues Monique","M","SBD","Single-ply",48,"45-49","Masters 1",81.6,"83",-230,-235,235,NA,235,150,-155,-155,NA,150,220,225,230,NA,230,615,"1",414.73,454.96,400.47,523.86,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257692,3
"Tony Roche","M","SBD","Single-ply",44,"40-44","Masters 1",81.7,"83",180,190,-202.5,NA,190,-132.5,132.5,142.5,NA,142.5,200,-210,217.5,NA,217.5,550,"2",370.62,386.56,357.87,474.45,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257693,3
"Mickael Colmard","M","SBD","Single-ply",45,"45-49","Masters 1",82.3,"83",202.5,212.5,217.5,NA,217.5,-185,-185,-185,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257694,13
"Cyril Vaillant","M","SBD","Single-ply",44,"40-44","Masters 1",92.2,"93",260,275,-290.5,NA,275,190,202.5,207.5,NA,207.5,230,255,275,NA,275,757.5,"1",477.83,498.37,460.22,589.12,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257695,3
"Fabrice Leriche","M","SBD","Single-ply",46,"45-49","Masters 1",91.9,"93",240,245,-250,NA,245,-130,130,135,NA,135,225,-242.5,242.5,NA,242.5,622.5,"2",393.29,420.03,378.82,495.12,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257696,3
"Daniel Pires","M","SBD","Single-ply",45,"45-49","Masters 1",93.4,"105",200,-220,230,NA,230,190,-200,200,NA,200,230,250,-260,NA,250,680,"1",426.3,449.75,410.47,530.91,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257697,3
"Philippe Courtois","M","SBD","Single-ply",52,"50-54","Masters 2",71.8,"74",165,175,182.5,NA,182.5,125,130,132.5,NA,132.5,200,210,-220,NA,210,525,"1",385.99,449.68,373.76,492.76,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257698,3
"Philippe Pasquier","M","SBD","Single-ply",49,"45-49","Masters 2",82,"83",225,240,-252.5,NA,240,145,150,155,NA,155,240,245,-250,NA,245,640,"1",430.31,478.94,415.48,541.19,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257699,3
"Georges Mingot","M","SBD","Single-ply",52,"50-54","Masters 2",81.2,"83",215,225,232.5,NA,232.5,165,170,-175,NA,170,205,-215,215,NA,215,617.5,"2",417.68,486.59,403.35,527.27,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257700,3
"Gemel Boughamdouz","M","SBD","Single-ply",53,"50-54","Masters 2",91.8,"93",245,250,-257.5,NA,250,210,217.5,-225,NA,217.5,245,250,-262.5,NA,250,717.5,"1",453.55,537,436.88,562.35,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257701,3
"Michel Aguilera","M","SBD","Single-ply",50,"50-54","Masters 2",91.1,"93",200,210,220,NA,220,155,162.5,-167.5,NA,162.5,220,230,-240,NA,230,612.5,"2",388.64,439.16,374.42,490.42,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257702,3
"Gérard Ivars","M","SBD","Single-ply",50,"50-54","Masters 2",90.7,"93",-235,235,250,NA,250,-160,160,170,NA,170,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257703,12
"Michel Logli","M","SBD","Single-ply",50,"50-54","Masters 2",102.9,"105",260,-270,-270,NA,260,220,230,-235,NA,230,240,250,-260,NA,250,740,"1",445.42,503.33,427.71,544.19,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257704,3
"Fabrice Leroy","M","SBD","Single-ply",53,"50-54","Masters 2",103.3,"105",220,230,-245,NA,230,225,-235,235,NA,235,220,235,-245,NA,235,700,"2",420.74,498.16,403.96,516.7,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257705,3
"Christophe Chansault","M","SBD","Single-ply",50,"50-54","Masters 2",97.7,"105",215,225,230,NA,230,152.5,162.5,167.5,NA,167.5,225,235,-245,NA,235,632.5,"3",388.64,439.16,373.76,485.96,"Yes","","FFForce","2017-03-26","France","","France Powerlifting",1257706,3
"Adalgiso Sicoli","M","SBD","Single-ply",56,"55-59","Masters 2",105.2,"120",270,285,-300,NA,285,150,165,173,NA,173,260,-280,NA,NA,260,718,"1",428.76,534.23,411.4,523.69,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257707,4
"Patrick Blard","M","SBD","Single-ply",62,"60-64","Masters 3",65.2,"66",167.5,175,182.5,NA,182.5,100,105,107.5,NA,107.5,190,200,207.5,NA,207.5,497.5,"1",394.6,549.68,383.19,500.87,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257708,3
"Alain Cuvelier","M","SBD","Single-ply",64,"60-64","Masters 3",65,"66",-160,165,180,NA,180,110,115,-120,NA,115,185,-192.5,200,NA,200,495,"2",393.62,570.75,382.29,499.72,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257709,3
"Georges Auberval","M","SBD","Single-ply",60,"60-64","Masters 3",63.8,"66",150,160,170,NA,170,55,60,-65,NA,60,170,180,190,NA,190,420,"3",339.29,454.65,329.74,439.52,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257710,3
"Claude Couturier","M","SBD","Single-ply",64,"60-64","Masters 3",73,"74",190,202.5,-210,NA,202.5,122.5,127.5,130,NA,130,190,-200,-210,NA,190,522.5,"1",379.52,550.31,367.35,485.61,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257711,3
"Jean Pierre Duverger","M","SBD","Single-ply",66,"65-69","Masters 3",72.2,"74",150,160,165,NA,165,90,-95,95,NA,95,-170,180,190,NA,190,450,"2",329.5,497.87,319.01,429.84,"Yes","","FFForce","2017-03-26","France","","France Powerlifting",1257712,3
"Guy Fournier","M","SBD","Single-ply",68,"65-69","Masters 3",71.6,"74",137.5,140,-145,NA,140,87.5,95,-97.5,NA,95,155,165,-170,NA,165,400,"3",294.69,464.44,285.38,391.09,"Yes","","FFForce","2017-03-26","France","","France Powerlifting",1257713,3
"Dominique Mouchet","M","SBD","Single-ply",62,"60-64","Masters 3",80.3,"83",190,200,205,NA,205,90,100,102.5,NA,102.5,190,200,-205,NA,200,507.5,"1",345.66,481.5,333.88,446.87,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257714,3
"Jean Michel Mattera","M","SBD","Single-ply",60,"60-64","Masters 3",90,"93",-190,190,200,NA,200,-132.5,-132.5,-132.5,NA,NA,-200,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257715,12
"Jean-Paul Belmas","M","SBD","Single-ply",67,"65-69","Masters 3",96.8,"105",190,200,NA,NA,200,115,122.5,127.5,NA,127.5,200,215,220,NA,220,547.5,"1",337.74,521.14,324.9,430.21,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257716,4
"Jacques Beauverger","M","SBD","Single-ply",70,"70-74","Masters 4",71.3,"74",130,140,-145,NA,140,85,90,NA,NA,90,160,180,-190.5,NA,180,410,"1",303.01,498.45,293.46,400.35,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257717,4
"Christian Buchs","M","SBD","Single-ply",69,"65-69","Masters 4",94.5,"105",220,230,-240,NA,230,105,110,115,NA,115,215,225,235,NA,235,580,"1",361.64,582.25,348.11,458.25,"Yes","France","FFForce","2017-03-26","France","","France Powerlifting",1257718,3
"Nathalie Feraud","F","SBD","Raw",48.5,"45-49","Masters 1",46.7,"47",85,92.5,-98,NA,92.5,60,62.5,-65,NA,62.5,105,112.5,120,NA,120,275,"1",371.55,407.59,331.38,547.98,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257719,3
"Mariane Bouvard","F","SBD","Raw",39.5,"35-39","Masters 1",50.9,"52",95,-100,100,NA,100,62.5,-67.5,67.5,NA,67.5,107.5,112.5,-117.5,NA,112.5,280,"1",354.85,354.85,314.82,533.23,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257720,3
"Nina Le Blevenec","F","SBD","Raw",44,"40-44","Masters 1",56.5,"57",105,NA,NA,NA,105,50,52.5,-55,NA,52.5,135,-142.5,-142.5,NA,135,292.5,"1",341.77,356.46,302.25,529.88,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257721,5
"Véronique Descours","F","SBD","Raw",44.5,"40-44","Masters 1",56.7,"57",75,85,-92.5,NA,85,65,-70,-70,NA,65,110,-125,125,NA,125,275,"2",320.43,334.21,283.36,495.68,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257722,3
"Sabine Mouchet","F","SBD","Raw",39,"35-39","Masters 1",54.9,"57",70,77.5,-82.5,NA,77.5,45,47.5,-50,NA,47.5,105,117.5,-130,NA,117.5,242.5,"3",289.8,289.8,256.45,440.27,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257723,3
"Virginie Pujol","F","SBD","Raw",41.5,"40-44","Masters 1",61.2,"63",120,-130,-130,NA,120,65,-70,NA,NA,65,110,120,-130,NA,120,305,"1",334.88,338.23,295.81,532.91,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257724,4
"Stéphanie Carion","F","SBD","Raw",43.5,"40-44","Masters 1",61.4,"63",75,82.5,-90,NA,82.5,75,82.5,87.5,NA,87.5,90,-105,105,NA,105,275,"2",301.19,310.52,266.04,477.88,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257725,3
"Céline Ory","F","SBD","Raw",42.5,"40-44","Masters 1",61.55,"63",-75,75,82.5,NA,82.5,40,-42.5,-42.5,NA,40,120,-130,132.5,NA,132.5,255,"3",278.76,284.34,246.22,441.27,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257726,3
"France Juilien","F","SBD","Raw",44,"40-44","Masters 1",69.75,"72",105,-110,115,NA,115,62.5,65,-67.5,NA,65,130,140,145,NA,145,325,"1",324.12,338.06,285.73,536.51,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257727,3
"Livy Laure Romain","F","SBD","Raw",48,"45-49","Masters 1",68.5,"72",105,112.5,117.5,NA,117.5,47.5,52.5,-55,NA,52.5,135,142.5,-155,NA,142.5,312.5,"2",315.62,346.24,278.35,519.58,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257728,3
"Véronique Auclair","F","SBD","Raw",47,"45-49","Masters 1",92.15,"84+",95,102.5,107.5,NA,107.5,70,-72.5,-72.5,NA,70,125,127.5,-130,NA,127.5,305,"1",261.06,282.47,226.39,452.34,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257729,3
"Sylviane Bechar","F","SBD","Raw",56.5,"55-59","Masters 2",44,"47",90,-100,-100,NA,90,52.5,57.5,60,NA,60,110,120,125,NA,125,275,"1",387.22,482.48,347.32,567.24,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257730,3
"Maria Parreira","F","SBD","Raw",50.5,"50-54","Masters 2",46.15,"47",60,-65,65,NA,65,35,-37.5,-37.5,NA,35,100,105,107.5,NA,107.5,207.5,"2",282.73,319.49,252.41,403.21,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257731,3
"Véronique Gaillard","F","SBD","Raw",49,"45-49","Masters 2",51.3,"52",95,100,107.5,NA,107.5,47.5,50,-52.5,NA,50,-95,-95,-95,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257732,9
"Lydie Grouet","F","SBD","Raw",55.5,"55-59","Masters 2",56.3,"57",70,75,80,NA,80,50,55,-60,NA,55,110,117.5,122.5,NA,122.5,257.5,"1",301.71,369.59,266.85,463.91,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257733,3
"Daisy Blondan","F","SBD","Raw",56,"55-59","Masters 2",61.9,"63",-90,95,-100,NA,95,70,72.5,-75,NA,72.5,125,130,132.5,NA,132.5,300,"1",326.53,406.86,288.4,521.13,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257734,3
"Marie-Line Durand","F","SBD","Raw",51.5,"50-54","Masters 2",59.85,"63",75,82.5,85,NA,85,40,42.5,NA,NA,42.5,-112.5,-112.5,112.5,NA,112.5,240,"2",268.09,307.5,236.88,419.11,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257735,4
"Marie-Claude Dutrillaux","F","SBD","Raw",60,"60-64","Masters 3",46.4,"47",62.5,-68,-68,NA,62.5,40,43,-45,NA,43,-90,90,96,NA,96,201.5,"1",273.5,366.5,244.06,388.98,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257736,3
"Edith Guennec","F","SBD","Raw",59,"55-59","Masters 3",54.7,"57",90,-100,100,NA,100,50,53,-55,NA,53,137.5,145,-150,NA,145,298,"1",357.14,469.64,316.08,549.14,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257737,3
"Françoise Calves","F","SBD","Raw",59,"55-59","Masters 3",60.05,"63",85,90,95,NA,95,50,-52.5,52.5,NA,52.5,100,105,110,NA,110,257.5,"1",286.9,377.27,253.49,450.59,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257738,3
"Maryse Lerche","F","SBD","Raw",66.5,"65-69","Masters 3",61.5,"63",60,-65,-65,NA,60,50,52.5,55,NA,55,100,107.5,112.5,NA,112.5,227.5,"2",248.85,376.02,219.81,391.76,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257739,3
"Marie Christine Liege","F","SBD","Raw",60,"60-64","Masters 3",68.7,"72",87.5,95,-100,NA,95,62.5,67.5,-70.5,NA,67.5,107.5,115,-122.5,NA,115,277.5,"1",279.7,374.8,246.65,459.8,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257740,3
"Jacqueline Payet","F","SBD","Raw",59.5,"55-59","Masters 3",71.2,"72",70,-80,-80,NA,70,40,-45,-45,NA,40,-100,-100,100,NA,100,210,"2",206.51,271.56,181.96,341.53,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257741,3
"Régine Billard","F","SBD","Raw",60,"60-64","Masters 3",66.4,"72",62.5,-67.5,-67.5,NA,62.5,27.5,-30,30,NA,30,102.5,107.5,-112.5,NA,107.5,200,"3",206.56,276.79,182.27,332.77,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257742,3
"Franck Jouveaux","M","SBD","Raw",44,"40-44","Masters 1",64.8,"66",180,191,195,NA,195,115,-120,-120,NA,115,210,230,-240,NA,230,540,"1",430.52,449.03,418.16,636.03,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257743,3
"Pascal Poidras","M","SBD","Raw",48,"45-49","Masters 1",65.25,"66",150,160,-165,NA,160,130,-137.5,NA,NA,130,170,182.5,192.5,NA,192.5,482.5,"2",382.46,419.55,371.39,556.12,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257744,4
"Michael Bernard","M","SBD","Raw",45.5,"45-49","Masters 1",64.1,"66",140,145,-150,NA,145,145,-150,-150,NA,145,180,-190,-190,NA,180,470,"3",378.16,398.96,367.46,547.44,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257745,3
"Arnaud Fruit","M","SBD","Raw",39,"35-39","Masters 1",64.2,"66",150,157.5,-160,NA,157.5,110,117.5,-120,NA,117.5,180,-195,-200,NA,180,455,"4",365.61,365.61,355.24,526.58,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257746,3
"Chakib Dakkouni","M","SBD","Raw",42.5,"40-44","Masters 1",65.45,"66",135,142.5,150,NA,150,85,92.5,-97.5,NA,92.5,175,187.5,-195,NA,187.5,430,"5",339.98,346.78,330.1,485.13,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257747,3
"Bruno Legargasson","M","SBD","Raw",45.5,"45-49","Masters 1",65.6,"66",132.5,140,-145,NA,140,97.5,-102.5,-102.5,NA,97.5,155,162.5,-170,NA,162.5,400,"6",315.66,333.02,306.47,444.5,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257748,3
"Vincent Casenove","M","SBD","Raw",43,"40-44","Masters 1",73,"74",170,180,190,NA,190,130,135,137.5,NA,137.5,210,220,225,NA,225,552.5,"1",401.31,413.75,388.44,595.24,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257749,3
"David Hecre","M","SBD","Raw",44.5,"40-44","Masters 1",72.75,"74",160,167.5,172.5,NA,172.5,120,-127.5,-127.5,NA,120,200,210,-212.5,NA,210,502.5,"2",365.9,381.64,354.19,535.08,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257750,3
"David Perrodou","M","SBD","Raw",41,"40-44","Masters 1",73,"74",150,160,165,NA,165,127.5,132.5,-135,NA,132.5,190,200,-205,NA,200,497.5,"3",361.36,364.98,349.77,527.53,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257751,3
"Pierre Nguyen","M","SBD","Raw",39,"35-39","Masters 1",73,"74",160,170,175,NA,175,120,127.5,-130,NA,127.5,160,175,-197.5,NA,175,477.5,"4",346.84,346.84,335.71,502.91,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257752,3
"Harychan Raghunandan","M","SBD","Raw",41.5,"40-44","Masters 1",72.3,"74",145,155,165,NA,165,100,105,-110,NA,105,175,185,190,NA,190,460,"5",336.48,339.84,325.76,484.96,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257753,3
"Bruno Cauhape","M","SBD","Raw",44,"40-44","Masters 1",70.4,"74",-150,150,-160,NA,150,100,105,-110,NA,105,190,200,-205,NA,200,455,"6",339.49,354.09,328.9,488.82,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257754,3
"Nicolas Jouille","M","SBD","Raw",43,"40-44","Masters 1",73.4,"74",140,-147.5,150,NA,150,-100,105,-107.5,NA,105,187.5,195,200,NA,200,455,"7",329.19,339.4,318.59,473.22,"Yes","","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257755,3
